x1,x9,x12,x32,x54,x61,x95
6.425852524889721,2.5378190001160683,7.769122603313058,-10.587510944493324,15.322307927625191,-6.916507770192534,2.5185419280239807
-2.80826282261882,-2.0275413602214867,8.431834371459903,-11.708907905729095,10.539249051128468,-12.931258080531796,1.7607289733698026
5.997700608493127,1.4299133649816034,5.354032773971885,-7.643770666520325,10.046104117347513,-4.12660002399278,1.7106446379502247
-0.080517303254045,-3.1695103360869323,1.882255565707748,-7.503220650234445,4.965717710451755,-7.981301955045253,0.674300215950434
15.65609495244394,-2.624679727152366,25.384747679040583,-23.99290634616401,7.210652007107187,-9.552181077881931,3.395414931567926
-18.3834151262375,0.460028881934698,5.354032773971885,-9.192124055163216,20.27222215591984,-24.277767215457843,1.7061740798612617
3.330333260593511,4.1025168158263225,10.435100154396842,-8.591416855048973,15.065082669993172,-4.950904171217425,2.7840206628516757
-11.909071049592972,-7.313795388512636,23.737061055356108,-27.610790076183065,14.572966240690857,-34.773603594786344,2.7107102101848755
-5.702140722453652,-1.6342716916665454,8.215231275910623,-4.053469373208208,2.3557546957965343,-1.8073112712596304,1.3568568368140026
1.703715364057143,1.6409193608315449,-6.432467349761955,-0.4923676552385841,9.293447806596085,-3.237489344436242,0.3804366823044329
-5.5042395262692265,-3.197796489226588,0.724556295850613,-6.551270173047494,7.106263770864158,-10.522708681856884,0.6936062134737557
26.51243696552364,3.133885563195888,18.391656601264792,-16.023630343739903,1.4198777080693787,-1.9503442913572897,1.6313901272527334
5.04358425869289,-1.4933373902733602,-2.3371981423101382,-2.778854968365082,0.4453648580130622,-1.758201923856476,-0.191887350745309
1.504393124958326,3.354903654255151,-2.879164561343622,0.9102635708351328,-1.1098117372942746,-8.591960028439376,-1.739698617880582
-13.18482672059882,-0.6996861386134301,-1.37199339598199,0.1695573391428759,4.98182136594348,-9.483703414886444,-0.0747109509650353
13.708995800260643,5.492808781613903,2.956710152320157,-7.620943994354818,6.7020314529371845,-11.39647910996677,-0.3097541553442158
-13.249161649157212,-4.879085218718379,11.100668121333978,-13.409087537320117,9.249173611687398,-20.41038255083637,1.488763853755494
